Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
MX000001001,71,1920,-0.11,-0.32,0.49,0.35,2.16,-0.33,0.1,-0.55,-1.57,-0.98,0,-0.12
MX000001001,71,1921,0.24,-0.32,0.49,0.56,0.16,-0.71,-0.07,-0.25,-0.38,-0.96,1,1.02
MX000001001,71,1922,-0.07,-0.32,0.49,0.29,-0.85,0.69,0.62,-0.07,1.01,1.07,-0.31,-0.26
MX000001001,71,1923,0.3,0.3,1.12,-0.06,-0.67,0.48,-0.79,0.83,-0.12,2.1,1.28,0.1
MX000001001,71,1924,-0.09,-0.24,0.49,0.32,0.31,1.35,-0.77,-0.82,0.1,-0.96,-0.31,1.23
MX000001001,71,1925,-0.13,-0.32,1.57,0.11,-0.48,-0.03,-1.4,-0.1,0.94,0.47,1.39,2.85
MX000001001,71,1926,0.14,-0.32,0.61,0.29,0.34,0.69,0.78,0.48,-0.48,-0.11,-0.31,-0.05
MX000001001,71,1927,-0.13,-0.32,0.61,-0.06,0.81,2.19,0.21,-0.04,0.42,-0.63,0.14,0.33
MX000001001,71,1928,0.91,-0.14,0.49,-0.06,1.41,-1.29,0.03,-0.64,1.84,0.06,0,-0.12
MX000001001,71,1929,0.38,-0.32,0.49,-0.06,-0.64,-0.89,1.53,0.41,-0.62,-0.64,1.48,-0.16
MX000001001,71,1930,-0.04,0.01,0.49,0.51,1.49,0.17,1.11,-0.1,-1.31,2.25,3.31,0.07
MX000001001,71,1931,1.75,1.17,0.49,-0.06,1.78,0.2,0.26,0.85,-0.35,-0.07,-0.31,0.62
MX000001001,71,1932,0.25,0.7,1.18,-0.06,-0.73,-1.12,0.57,-1.56,1.22,-0.57,-0.31,-0.26
MX000001001,71,1933,1.1,0.81,0.49,-0.06,-1.03,0.01,0.64,0.68,0.06,-0.18,-0.31,-0.26
MX000001001,71,1934,1.21,-0.32,0.49,-0.06,2.04,0.41,0.68,1.09,0.37,0.63,-0.31,0.39
MX000001001,71,1935,-0.13,1.5,0.49,0.44,0.98,2.47,0.72,0.73,2.16,-0.72,0.62,0.24
MX000001001,71,1936,0.15,-0.32,0.49,0.35,1.43,-1.69,-0.95,1.05,1.86,0.04,0.44,-0.26
MX000001001,71,1937,0.15,-0.32,0.79,0.89,0.08,-0.23,0.12,0.43,1.02,-0.41,-0.31,1.05
MX000001001,71,1938,0.43,-0.24,0.49,-0.06,0.72,1.17,0.67,-1.32,-0.46,-0.86,1.59,0.18
MX000001001,71,1939,0.19,-0.32,0.49,1.13,0.55,0.74,-0.11,0.25,2.95,2.54,-0.12,-0.26
MX000001001,71,1940,0.18,0.26,1,0.96,-0.64,0.47,0.15,0.46,-1.54,-0.97,2.22,0.35
MX000001001,71,1941,0.36,1.2,0.97,1.03,1.07,1.51,0.35,-0.01,-1.65,1.32,0.56,0.26
MX000001001,71,1942,-0.13,0.47,0.49,-0.06,0.28,0.22,-1.07,0.26,0.43,1.33,0.42,-0.26
MX000001001,71,1943,0.41,-0.32,0.49,-0.06,-1.03,1.74,0.03,-0.64,0.94,0.99,-0.31,1.31
MX000001001,71,1944,0.04,0.82,1.26,-0.06,0.03,-0.8,-0.51,0.84,1.37,-0.45,0.88,-0.26
MX000001001,71,1945,0.07,0.08,0.49,-0.06,-0.64,-1.21,-1.11,1.01,-1.79,-0.94,-0.12,-0.26
MX000001001,71,1946,0.66,0.28,0.49,0.29,-0.96,0.22,0.43,-0.22,-0.3,0.61,2.04,0.53
MX000001001,71,1947,1.31,-0.32,0.49,1.13,2.73,1.15,-3.72,0.28,0.45,-0.16,0.07,0.46
MX000001001,71,1948,1.27,-0.32,1.21,0.68,0.6,0.39,0,-1.55,-0.51,-0.4,-0.07,0.46
MX000001001,71,1949,-0.13,-0.32,0.49,-0.06,0.7,0.01,-0.22,-1.2,0.03,-0.32,-0.31,-0.26
MX000001001,71,1950,-0.13,-0.32,0.49,-0.06,0.72,0.59,0.46,-1.17,-0.86,-1.01,-0.07,-0.26
MX000001001,71,1951,-0.13,-0.32,1.19,0.63,0.34,0.56,0.34,-0.92,-0.14,0.77,-0.31,-0.26
MX000001001,71,1952,-0.13,-0.32,0.49,0.98,0.1,0.25,-1.16,-0.47,0.36,-1.01,1.05,0.12
MX000001001,71,1953,-0.13,0.19,1.09,-0.06,-1.03,-0.34,-0.16,1.11,-1.2,-1.01,0.95,1.93
MX000001001,71,1954,-0.13,0.43,0.49,0.11,-0.43,-0.41,0.75,-0.26,-0.83,-0.34,-0.31,-0.26
MX000001001,71,1955,-0.13,-0.32,0.49,-0.06,-0.82,0.3,0.26,1.21,0.33,0.68,-0.31,-0.26
MX000001001,71,1956,-0.13,0.46,0.49,0.71,1.14,0.79,0.71,-0.41,-2,-1.01,-0.02,0.55
MX000001001,71,1957,-0.13,-0.32,0.49,-0.06,-0.04,-0.31,-1.18,-0.26,1.24,1.23,-0.31,-0.26
MX000001001,71,1958,1.57,0.5,1.24,-0.06,0.63,0.48,0.95,0.54,-0.19,1.92,2.57,0.92
MX000001001,71,1959,0.07,0.14,0.49,2.16,-0.34,0.35,-0.5,-0.27,-0.42,0.98,-0.31,-0.05
MX000001001,71,1960,-0.02,-0.32,0.49,-0.06,-1.03,-1.86,-0.81,1.04,-1.2,-0.05,-0.31,1.06
MX000001001,71,1961,1,-0.32,0.49,0.29,0.42,-0.05,-1.03,-0.12,-0.61,-0.57,0.31,-0.26
MX000001001,71,1962,0.99,0.71,0.49,1.73,-1.03,0.63,-0.6,-0.98,0.07,0.33,-0.24,0.86
MX000001001,71,1963,-0.13,0.39,0.49,-0.06,-0.3,0.56,-0.51,0.59,-0.1,-0.11,-0.07,2.19
MX000001001,71,1964,0.92,-0.08,0.49,0.22,0.86,-0.22,0.22,-0.88,2.31,0.18,0.71,0.97
MX000001001,71,1965,0.36,1.46,0.49,2.08,1.1,-0.49,0.18,-0.08,0.8,-0.26,1.5,1.16
MX000001001,71,1966,1.01,0.77,0.49,1.64,-1.03,0.81,-0.08,1.33,-0.14,0.91,-0.31,-0.26
MX000001001,71,1967,1.52,0.66,1.82,-0.06,1.35,0.77,-0.64,1.45,1.86,0.47,0.36,-0.08
MX000001001,71,1968,-0.13,1.2,2.25,0.22,-0.12,-0.37,-0.2,-0.22,-0.49,0.38,-0.31,0.69
MX000001001,71,1969,0.3,-0.32,0.49,-0.06,-0.48,-0.75,-1.15,-0.76,-0.37,-0.3,0.42,0.02
MX000001001,71,1970,-0.13,1.88,0.49,-0.06,-0.89,2.15,-0.02,0.18,2.45,-0.47,0.52,-0.26
MX000001001,71,1971,0.12,-0.32,0.49,-0.06,2.05,1.85,-0.46,1.47,0.9,-0.64,-0.31,-0.26
MX000001001,71,1972,0.07,-0.32,1.16,0.84,-0.15,0.19,-1.09,0.62,0.36,-0.28,0.86,-0.12
MX000001001,71,1973,0.87,0.61,0.49,-0.06,0.84,0.19,-0.04,1.55,-0.64,0.66,-0.31,-0.26
MX000001001,71,1974,-0.13,-0.32,1,0.54,0.37,-0.53,-0.24,-0.06,0.75,-0.34,-0.12,0.61
MX000001001,71,1975,0.89,0.01,0.49,-0.06,-0.34,0.4,0.34,1.3,-1.3,-0.78,-0.31,0.71
MX000001001,71,1976,-0.05,-0.32,0.49,0.57,0.5,-1.35,1.53,-0.96,0,0.36,2.21,0.46
MX000001001,71,1977,0.01,-0.32,0.49,0.8,0.22,0.2,-1.45,0.02,0.01,0.47,-0.02,0.06
MX000001001,71,1978,-0.13,0.24,0.49,-0.06,0.1,-0.53,-2.7,-3.19,-1.77,-0.97,-0.12,-0.26
MX000001001,71,1979,-0.13,-0.32,0.49,-0.06,-0.76,-1.49,-0.81,-3.72,-1.95,-1.01,-0.31,1.72
MX000001001,71,1980,1.24,0.82,0.49,0.65,-0.64,-1.45,-0.77,0.7,-0.62,0.46,0.79,1.01
MX000001001,71,1981,1.26,0.55,1.07,1.34,-0.82,-0.3,-0.56,-0.2,-1.46,0.34,-0.31,0.15
MX000001001,71,1982,-0.13,-0.32,0.49,0.29,0.52,-2.02,0.07,-1.24,-1.9,1.21,1.46,1.69
MX000001001,71,1983,0.85,-0.32,1.07,-0.06,1.15,-0.29,0.47,-0.81,0.27,0.97,0.79,-0.26
MX000001001,71,1984,0.89,0.16,0.49,0.63,1.47,0.29,1.06,-0.06,-0.96,-0.7,-0.12,0.15
MX000001001,71,1985,-0.13,-0.32,0.49,0.84,0.38,0.74,-0.21,0.1,-1.22,1.11,0.33,1.23
MX000001001,71,1986,-0.13,0.52,0.49,-0.06,-0.15,0.67,-0.46,-1.39,0.11,1.21,0.97,-0.26
MX000001001,71,1987,0.78,1.63,0.49,-0.06,1.64,-1.46,1.11,-1.25,-0.84,-1.01,-0.31,0.44
MX000001001,71,1988,-0.13,-0.32,1.09,1.07,-1.03,-2.07,0.68,0.67,-0.1,-0.07,-0.31,-0.01
MX000001001,71,1989,-0.13,-0.32,0.49,-0.06,0.78,-1.12,-1.09,0.86,-0.65,-1.01,0.78,1.21
MX000001001,71,1990,0.46,1.34,0.49,-0.06,-0.82,-1.31,1.21,1.86,1.05,0.78,-0.31,-0.26
MX000001001,71,1991,-0.13,0.61,0.49,-0.06,-1.03,-1.61,2.59,-1.11,0.87,-0.6,-0.31,1.09
MX000001001,71,1992,3.11,0.39,0.49,-0.06,1.07,-0.92,0.38,0.4,-0.52,2.47,1.63,0.32
MX000001001,71,1993,0.89,-0.32,0.49,0.22,-0.53,0.84,-0.14,0.25,0.79,0.03,-0.24,-0.26
MX000001001,71,1994,0.17,-0.32,0.49,1.04,0.28,0.8,-1.04,-0.11,-0.41,0.5,-0.31,0.32
MX000001001,71,1995,0.07,0.14,0.49,-0.06,0.03,0.51,0.75,2.28,1.08,-1.01,0.57,0.51
MX000001001,71,1996,-0.13,0.01,0.49,1.21,-0.04,-0.18,-1.27,0.57,1.52,1.8,0.78,-0.26
MX000001001,71,1997,1.09,1.02,1.25,1.99,0.5,0.18,-1.32,-0.72,-0.32,0.93,0.73,-0.26
MX000001001,71,1998,-0.13,-0.32,0.49,-0.06,-1.03,0.52,-1.15,0.21,0.29,0.36,0.33,-0.26
MX000001001,71,1999,-0.13,-0.32,0.49,-0.06,-0.46,0.39,-0.07,-0.98,-0.64,-1.01,-0.31,-0.26
MX000001001,71,2000,-0.13,-0.32,0.49,-0.06,0.99,0.86,-0.55,-0.38,-0.96,-0.51,-0.02,0.59
MX000001001,71,2001,-0.13,0.3,1.19,1.39,0.01,0.59,0.36,-0.22,0.82,-0.38,-0.31,-0.01
MX000001001,71,2002,1.1,1.06,0.49,0.35,1.22,-0.46,1.19,0.05,1.2,0.77,1.04,-0.26
MX000001001,71,2003,-0.09,-0.32,0.49,-0.06,0.06,0.64,1.31,0.28,1.07,0.42,0.25,-0.26
MX000001001,71,2004,1.18,-0.24,1.73,-0.06,1.3,2.34,0.69,0.32,0.83,-0.82,-0.31,-0.26
MX000001001,71,2005,-0.13,1.71,1.04,-0.06,-1.03,-1.22,0.52,0,-0.74,-0.68,-0.31,-0.21
MX000001001,71,2006,0.09,0.11,0.49,0.29,2.06,-1.66,1.12,0.5,-0.14,1.48,1.3,-0.14
MX000001001,71,2007,0.68,1.11,0.49,-0.06,-0.59,2.6,0.59,-1.74,0,-0.59,-0.29,-0.16
MX000001001,71,2008,-0.13,0.11,0.49,0.9,-0.3,0.1,0.9,1.54,-0.51,-0.88,-0.31,-0.26
MX000001001,71,2009,-0.13,-0.32,0.49,-0.06,0.21,0.28,-0.97,0.77,0.25,0.84,0.39,0.06
MX000001001,71,2010,0.59,2.49,0.49,0.22,-0.67,-0.58,1.06,-0.76,0.6,-0.99,-0.31,-0.26
MX000001001,71,2011,-0.05,-0.32,0.49,0.32,-0.92,0.09,-1.91,0.03,-0.57,0.08,-0.02,-0.26
MX000001001,71,2012,0.67,1.54,0.49,-0.06,-0.7,-0.07,0.44,-0.68,1,-0.84,-0.31,0.39
MX000001001,71,2013,1.45,-0.32,0.49,-0.06,0.98,0.27,1.2,-0.82,1.02,0.02,0.92,2.02
MX000001001,71,2014,0.21,-0.32,0.49,-0.06,1.96,0.6,0.06,0.15,0.54,-0.26,0.85,0.07
MX000001001,71,2015,-0.07,1.23,2.33,0.77,0.15,2.06,2.15,-1.29,0.67,1.67,-0.02,0.98
MX000001001,71,2016,-0.11,0.72,1.18,0.35,-0.64,0.12,1.56,1.82,0.11,-0.96,1.16,-0.26
MX000001001,71,2017,-0.13,-0.03,0.98,-0.06,-0.96,-0.56,0.15,0.3,1.01,-0.74,-0.31,1.18
MX000001001,71,2018,0.82,1.28,0.49,-0.06,2.33,-99.99,-1.47,0.44,0.64,-99.99,-99.99,-99.99
MX000002033,71,1948,-0.71,-0.38,0.16,0.53,0.79,2.24,0.02,-0.07,-0.09,1.59,-0.13,0.67
MX000002033,71,1949,2.2,-0.38,0.42,0.53,0.79,1.26,0.02,-0.07,0.62,0.15,0.02,0.19
MX000002033,71,1950,-0.71,0.37,-0.4,0.53,0.79,1.26,0.73,-0.07,0.05,0.15,-0.13,0.01
MX000002033,71,1951,0.24,-0.43,-0.4,1.12,0.79,1.26,0.98,0.9,-0.09,0.15,1.09,0.37
MX000002033,71,1952,0.63,0.37,0.57,1.52,0.79,1.26,0.24,0,0.34,0.15,1.13,0.21
MX000002033,71,1953,-0.59,-0.33,0.78,0.53,0.79,1.26,0.02,-0.07,-0.09,0.15,0.12,-0.32
MX000002033,71,1954,0.26,-0.33,0.46,0.53,0.79,1.26,0.95,-0.07,0.05,0.15,-0.13,-0.12
MX000002033,71,1955,2.01,-0.43,-0.4,0.53,0.79,1.26,0.69,1.3,-0.09,0.15,-0.13,0.01
MX000002033,71,1956,0.18,-0.43,-0.4,0.53,0.89,1.26,0.24,-0.07,-0.09,0.74,-0.13,-0.32
MX000002033,71,1957,0.79,-0.43,0.42,0.63,0.89,1.26,0.02,1.45,-0.09,1.7,-0.04,-0.06
MX000002033,71,1958,-0.31,1.89,0.65,1.47,1.3,1.87,0.02,-0.07,-0.09,0.15,0.2,-0.32
MX000002033,71,1959,-0.09,0.63,-0.4,0.63,0.95,1.26,0.02,-0.07,0.5,0.74,-0.13,1.09
MX000002033,71,1960,0.3,-0.12,0.16,0.53,0.79,1.26,0.02,-0.07,1.1,0.15,0.74,0.01
MX000002033,71,1961,0.06,-0.43,-0.4,0.53,0.79,1.26,0.11,1.42,-0.09,0.15,0.12,0.83
MX000002033,71,1962,1.21,-0.08,0.26,0.53,0.79,1.26,0.02,-0.07,0.11,0.15,-0.13,1.37
MX000002033,71,1963,-0.13,0.17,0.26,0.53,0.79,1.26,0.02,0.1,1.29,1.42,0.82,-0.32
MX000002033,71,1964,-0.71,-0.15,-0.4,0.53,0.79,1.26,0.02,-0.07,-0.09,0.71,0.89,-0.24
MX000002033,71,1965,0.03,0.37,0.21,1.7,0.79,1.26,0.02,0.28,-0.09,0.15,0.76,1.78
MX000002033,71,1966,0.36,0.02,0.35,0.53,0.79,1.26,0.73,-0.07,0.85,0.75,0.2,-0.24
MX000002033,71,1967,-0.13,-0.43,0.39,0.53,0.79,1.26,0.24,0.1,1.73,0.15,2.2,0.82
MX000002033,71,1968,-0.71,-0.15,1.02,0.53,0.79,1.26,1.89,-0.07,-0.09,0.15,-0.04,-0.21
MX000002033,71,1969,1.15,-0.24,0,0.53,0.79,1.26,0.67,0.16,1.4,0.15,1.59,-0.06
MX000002033,71,1970,-0.71,1.5,1.47,0.53,0.79,1.26,0.02,0.16,-0.09,0.15,-0.04,-0.21
MX000002033,71,1971,-0.38,-0.38,-0.4,0.81,0.79,1.26,0.02,0.2,0.99,0.5,-0.13,-0.09
MX000002033,71,1972,-0.71,-0.43,-0.4,0.53,0.79,1.83,0.02,0.18,-0.09,2.27,0.89,-0.32
MX000002033,71,1973,-0.46,0.79,0.96,0.53,0.79,1.26,0.02,0.79,-0.09,0.15,0.67,-0.32
MX000002033,71,1974,0.92,-0.43,0.67,0.53,0.79,1.26,0.79,-0.07,0.51,0.63,-0.13,0.44
MX000002033,71,1975,-0.71,-0.43,0.35,2.69,0.79,1.26,0.77,0.39,1.24,0.15,-0.13,0.35
MX000002033,71,1976,-0.46,1.21,-0.4,1.56,1.81,1.26,1.09,-0.07,2.27,0.15,1.26,0.41
MX000002033,71,1977,-0.26,-0.43,0.6,0.53,0.79,1.26,0.11,2.51,-0.09,0.79,-0.13,1.52
MX000002033,71,1978,1.1,0.53,0,0.53,0.79,1.26,0.02,-0.07,-0.09,1.5,1.28,0.6
MX000002033,71,1979,1.63,-0.08,0.84,0.53,1.08,1.26,1.8,1.01,-0.09,0.15,-0.04,-0.32
MX000002033,71,1980,1.09,2.16,1.54,0.77,0.95,1.26,1.14,0.45,-0.09,0.15,-0.13,-0.32
MX000002033,71,1981,0.98,-0.12,1.15,0.53,1.47,1.26,0.02,0,-0.09,0.15,0.63,-0.32
MX000002033,71,1982,0.09,0.02,1.94,0.53,0.79,1.26,0.02,1.66,0.88,0.15,0.34,2.55
MX000002033,71,1983,0.16,2.05,2.11,0.56,0.79,1.26,0.02,0.99,0.77,0.43,-0.13,0.37
MX000002033,71,1984,0.11,-0.43,-0.4,0.53,0.89,1.26,1.39,0.42,0.38,0.15,0.82,1.34
MX000002033,71,1985,-0.26,-0.12,-0.4,0.81,0.79,1.26,0.02,-0.07,1.5,0.7,0.94,1.03
MX000002033,71,1986,-0.17,0.63,-0.15,0.53,0.79,1.26,0.67,0.46,0.26,1.7,0.7,0.01
MX000002033,71,1987,-0.31,0.17,-0.4,0.53,0.79,1.26,0.02,0.04,0.42,1.29,-0.13,0.42
MX000002033,71,1988,-0.17,0.94,0.16,0.85,0.79,1.26,0.02,1.29,-0.09,0.38,-0.13,-0.32
MX000002033,71,1989,0.8,-0.43,0.09,0.53,0.79,1.26,0.63,0.23,-0.09,0.15,-0.13,-0.32
MX000002033,71,1990,-0.38,-0.43,-0.4,0.53,1.22,1.78,0.02,1.06,0.32,1.03,-0.13,-0.32
MX000002033,71,1991,0.9,0.59,1.28,0.53,0.79,1.26,0.02,0.34,0.26,0.15,0.7,1.36
MX000002033,71,1992,1.07,1.4,2.49,1.24,1.22,1.26,0.02,0.67,-0.09,2.2,-0.13,1.43
MX000002033,71,1993,2.38,0.84,0.74,0.53,0.79,1.26,0.02,-0.07,-0.09,0.4,1.51,-0.32
MX000002033,71,1994,-0.21,0.74,0.97,0.53,1.3,1.26,0.02,-0.07,0.98,0.15,0.4,1.18
MX000002033,71,1995,1.7,-0.05,0,0.99,0.79,1.26,0.02,-0.04,-0.09,0.15,-0.13,-0.28
MX000002033,71,1996,-0.71,0.42,-0.4,0.53,0.79,1.26,0.33,0.4,-0.09,0.15,-0.13,-0.24
MX000002033,71,1997,0.46,-0.12,-0.4,0.85,0.79,1.26,1.16,-0.07,2.28,0.15,-0.13,1.08
MX000002033,71,1998,-0.17,1.35,0.72,0.53,0.79,1.26,0.11,0.61,0.05,0.15,-0.04,-0.24
MX000002033,71,1999,-0.71,0.27,-0.4,1.4,0.79,1.26,1.9,0.02,0.36,0.15,-0.13,-0.32
MX000002033,71,2000,-0.71,-0.38,-0.4,0.53,0.79,1.26,0.02,-0.07,-0.09,0.7,-0.04,-0.32
MX000002033,71,2001,0,0.91,0.72,0.53,0.89,1.26,0.29,-0.07,-0.09,0.15,-0.13,-0.32
MX000002033,71,2002,-0.71,-0.43,-0.4,0.53,0.79,1.26,0.02,-0.07,0.26,0.15,0.37,-0.32
MX000002033,71,2003,-0.71,0.2,-0.4,0.53,0.79,1.26,0.02,-0.07,-0.09,0.15,0.4,-0.32
MX000002033,71,2004,-0.71,1.43,0.21,0.53,0.79,1.26,0.63,-0.04,-0.09,1.15,1.19,0.42
MX000002033,71,2005,0.98,1.29,0.76,0.53,0.79,1.26,0.24,1.81,0.63,1.19,-0.13,-0.32
MX000002033,71,2006,-0.71,-0.43,0.57,0.53,0.79,1.71,0.02,-0.07,-0.09,0.29,-0.13,-99.99
MX000002033,71,2007,-0.71,-0.43,-0.4,0.53,0.79,1.26,0.02,-0.07,-0.09,0.15,2.47,-0.32
MX000002033,71,2008,0.65,-0.43,-0.4,0.53,0.79,1.26,0.92,1.36,0.59,0.29,0.02,1.21
MX000002033,71,2009,-0.71,0.55,-0.4,0.53,0.79,1.26,0.02,-0.07,-0.09,0.15,-0.13,-0.17
MX000002033,71,2010,1.84,0.97,0.96,1.4,0.79,1.26,0.02,0.11,-0.09,1.23,-0.13,0.72
MX000002033,71,2011,-0.71,1.52,-0.4,0.53,2.15,2.51,2.36,-0.07,0.76,0.74,0.46,1.6
MX000002033,71,2012,-0.46,0.14,-0.4,0.77,0.79,1.26,1.7,-0.07,0.16,0.15,-0.13,0.38
MX000002033,71,2013,0.87,-0.33,-0.4,0.53,0.79,1.26,0.92,1.06,1.47,0.15,1.53,-0.06
MX000002033,71,2014,-0.71,-0.43,-0.15,0.53,0.79,1.26,0.02,1.6,1.31,0.15,-0.13,0.35
MX000002033,71,2015,0.2,-0.43,1.18,0.53,2.28,2.08,0.82,-0.07,-0.09,0.15,-0.13,-0.21
MX000002033,71,2016,0.55,-0.43,-0.4,1.59,0.79,1.26,0.02,-0.07,0.4,0.66,-0.04,0.58
MX000002033,71,2017,1.01,0.61,-0.4,0.53,1.83,1.26,0.46,1.08,0.81,0.15,-0.13,-0.32
MX000002033,71,2018,-0.71,-0.33,-0.4,0.53,0.79,1.26,0.02,-0.07,0.4,-99.99,-99.99,-99.99
MX000002069,71,1949,1.35,-0.16,-0.03,-0.61,0.75,1.04,0.47,0.53,0.21,0.73,-0.17,0.42
MX000002069,71,1950,-0.05,-0.61,-0.17,-0.57,0.88,1.04,0.47,0.53,0.21,0,-0.76,-0.86
MX000002069,71,1951,-0.01,-0.53,-0.38,1.33,0.09,1.04,0.47,1.32,0.21,0.82,0.21,1.45
MX000002069,71,1952,0.84,-0.38,1.39,0.02,0.09,1.04,0.47,0.53,0.21,0,1.75,1.52
MX000002069,71,1953,-0.77,-0.44,-0.15,-0.64,0.64,1.04,0.47,0.53,0.21,0,-0.21,-1.03
MX000002069,71,1954,0.93,-0.34,1.35,-0.77,0.09,1.04,0.47,0.53,0.21,0,0.29,-0.44
MX000002069,71,1955,0.62,-1.21,-0.72,0.35,1.17,1.04,2.19,0.53,0.21,0,-0.91,-0.26
MX000002069,71,1956,-0.22,-1.14,-1.56,1.14,1.04,1.04,0.47,0.53,0.21,0.63,-0.91,-0.89
MX000002069,71,1957,1.45,-0.85,-0.78,0.31,1.82,1.38,0.47,0.53,0.21,1.38,0.08,-0.26
MX000002069,71,1958,-0.64,0.79,1.44,2.09,0.09,1.04,0.47,0.87,0.98,0,0.32,-1.03
MX000002069,71,1959,-0.19,0.67,-1.56,-0.41,0.09,1.04,0.47,0.53,0.21,1.03,-0.91,0.89
MX000002069,71,1960,0.58,0.08,-1.56,-0.01,0.09,1.04,0.47,0.53,1.87,0,0.88,-1.03
MX000002069,71,1961,-0.26,-1.44,-0.4,-0.77,0.09,1.04,0.47,0.53,0.21,0,-0.52,0.13
MX000002069,71,1962,0.36,0.49,0.26,-0.77,0.6,1.04,0.47,0.53,0.21,0,-0.91,-0.19
MX000002069,71,1963,-0.92,0.34,0.07,0.51,0.09,1.04,0.47,0.53,1.87,0.98,1.08,-0.86
MX000002069,71,1964,0.05,-0.7,0.21,-0.52,0.9,1.04,0.47,0.53,0.21,0,0.56,-0.26
MX000002069,71,1965,-0.64,0.06,0.18,1.75,0.09,1.04,0.79,0.53,0.69,0,2.26,1.83
MX000002069,71,1966,-0.01,-0.47,0.05,-0.77,0.09,1.04,0.47,0.53,0.21,0,-0.08,0.08
MX000002069,71,1967,0.18,-1.44,-0.72,1.41,0.09,1.04,0.47,0.53,0.21,0,0.41,0.87
MX000002069,71,1968,-1.11,-1.44,-0.72,0.29,0.09,1.04,0.47,0.53,0.21,0,-0.91,0.1
MX000002069,71,1969,0.61,0.71,0.08,-0.59,1.04,1.04,0.47,0.53,0.21,0,0.13,-0.84
MX000002069,71,1970,-0.92,0.36,0.69,0.26,0.09,1.04,0.47,1.38,0.21,0,0.66,0.5
MX000002069,71,1971,-1.17,-0.62,-1.44,0.59,0.75,1.04,0.52,1.59,0.8,0.89,-0.81,0.64
MX000002069,71,1972,-1.37,-1.42,-1.56,-0.61,0.68,2.44,0.47,0.53,0.21,1.36,0.91,0.44
MX000002069,71,1973,0.37,0.57,1.22,-0.46,0.09,1.04,0.47,0.53,0.21,0,0.96,-0.87
MX000002069,71,1974,0.73,-1.44,-0.02,-0.75,0.09,1.04,1.26,0.53,0.21,0.45,-0.91,0.13
MX000002069,71,1975,-0.64,-0.38,0.58,1.59,0.09,1.04,0.47,0.53,0.21,0,0.79,-0.68
MX000002069,71,1976,-1.11,1.48,0.24,0.38,0.09,1.04,0.64,0.53,2.53,0.59,0.08,-0.21
MX000002069,71,1977,0.36,-0.96,-0.28,-0.7,1.64,1.17,0.47,1.89,0.21,1.28,-0.52,1.28
MX000002069,71,1978,1.24,1.69,1.47,0.95,0.09,1.04,0.47,0.53,1.33,0,1.31,1.29
MX000002069,71,1979,0.87,-0.13,1.39,-0.77,0.86,1.04,1.43,0.53,0.21,0.57,-0.4,0.17
MX000002069,71,1980,2.31,1.34,0.74,0.88,1.39,1.04,0.47,0.53,0.21,0,-0.91,-0.68
MX000002069,71,1981,0.08,0.16,1.07,0.05,0.95,1.04,0.47,0.53,0.21,0,0.62,-0.73
MX000002069,71,1982,0.66,-0.5,1.31,-0.16,0.75,1.04,0.79,0.53,1.13,0.49,1.82,0.79
MX000002069,71,1983,0.53,1.2,2.35,1.75,0.64,1.04,0.47,2.67,0.93,1.36,1.22,0.52
MX000002069,71,1984,-1.14,-1.44,-1.56,-0.37,0.09,1.04,1.98,1.28,0.21,0,0.83,1.74
MX000002069,71,1985,-0.86,-0.02,-0.4,-0.73,0.09,1.04,1.05,0.53,0.93,0.93,2.26,0.27
MX000002069,71,1986,-0.3,0.25,0.61,-0.61,0.09,1.04,0.47,0.53,1.01,1.27,-0.04,0.25
MX000002069,71,1987,-0.05,0.41,0.12,0.16,0.09,1.34,0.47,0.53,1.5,2.54,1.08,1.33
MX000002069,71,1988,0.58,0.03,-0.21,1.38,0.6,1.04,0.79,0.53,0.21,0,-0.46,0.67
MX000002069,71,1989,-0.67,-1,-0.25,-0.75,0.09,1.04,0.47,0.53,0.58,0.7,-0.91,-0.62
MX000002069,71,1990,0.75,-0.33,-0.54,0.49,0.68,2.08,0.47,0.53,0.21,0,0.09,0.23
MX000002069,71,1991,-0.27,1.54,2.04,-0.66,0.09,1.04,1.83,0.53,0.84,0.83,-0.16,0.65
MX000002069,71,1992,0.36,1,1.36,-0.5,0.86,1.04,0.47,1.47,0.93,0,-0.65,1.36
MX000002069,71,1993,2.61,1.9,-0.1,-0.77,0.09,1.68,0.47,1.15,0.21,0,0.6,-0.46
MX000002069,71,1994,-0.36,0.98,0.97,0.45,0.09,1.04,0.47,1.3,0.21,0,-0.17,0.15
MX000002069,71,1995,1.38,0,0.93,0.93,1.13,1.04,0.58,0.53,1.01,0,-0.65,-0.76
MX000002069,71,1996,0.18,0.11,0.13,-0.57,0.09,1.04,0.87,0.53,0.21,0.97,-0.91,-0.62
MX000002069,71,1997,1.03,-0.57,-1.56,-0.41,0.09,1.66,0.64,0.53,1.6,0,0.61,1.72
MX000002069,71,1998,0.37,2.57,1.29,1.02,1.93,1.04,0.91,1.1,0.99,1.05,0.08,-0.16
MX000002069,71,1999,0.21,-0.64,0.11,1.75,0.09,1.04,0.58,0.53,0.21,0,-0.91,-0.81
MX000002069,71,2000,-1.24,0.14,-0.08,-0.23,0.09,1.66,0.47,0.53,0.21,1,-0.83,-0.82
